Round,LEACH,PEGASIS,HYBRID,PSO_HYBRID
31,0.41734011507764107,0.4602069292409844,0.4681455484511812,0.664488810486892
32,0.41462060325877226,0.4588233091427909,0.4677645333941183,0.6632975943739825
33,0.41170754650968666,0.45755594166408264,0.4670911610294446,0.6621232688562297
34,0.40942754029652223,0.45629415449421,0.46622382170810023,0.6609810692478715
35,0.4074853916222907,0.45509999247132255,0.46468457494945964,0.6597517077601169
36,0.40538738105380745,0.45402680264584655,0.46288627213608435,0.6585288012393908
37,0.40245831709092594,0.4529752856580743,0.46134450572932606,0.6572600776316498
38,0.39965176797431307,0.4519256117909034,0.4594500015686394,0.6564634909051559
39,0.397853247238588,0.4508716602840015,0.4574650973270181,0.6553064013817229
40,0.3957949624951425,0.44979409392075065,0.4550039080746495,0.6541528137177036
41,0.3927102858956209,0.4487034556562901,0.453100618834352,0.6532411991013996
42,0.3898095463095836,0.4476047629556233,0.45209513402526547,0.6519590361011108
43,0.3872937385924074,0.44646078968747227,0.45128025099475794,0.6508995733804297
44,0.38476812227934387,0.44529071435874656,0.4508321021568646,0.6497123579788786
45,0.3821338361051933,0.44399504319466326,0.4504570853401402,0.6484154343116407
46,0.380027729715433,0.4427468594205021,0.45011384687866063,0.647423945411989
47,0.37757238861252157,0.4416123021866204,0.44965331078860893,0.6465083845236558
48,0.37586784551117197,0.4405046253886465,0.4490851551496323,0.6455443166640135
49,0.3739530269020838,0.43940232985627653,0.4475673910541705,0.6442949150674488
50,0.37230144201062215,0.43837104681389283,0.4469897695460842,0.6432470343208964
51,0.36964497881766667,0.4373399972141327,0.445904087492303,0.6424631751283875
52,0.3671900964509205,0.43632135808653777,0.44501665008543173,0.6412357334669965
53,0.3654739225967418,0.43529105207343816,0.4436639635240829,0.6401965414499167
54,0.36295374373502276,0.4342515741972025,0.44161087078061817,0.639124092126755
55,0.35917606096993077,0.4332089910972586,0.4398686740937975,0.6380550747883851
56,0.357207657871964,0.4322090427507846,0.43834808038013057,0.6367523840860484
57,0.35338661566543356,0.4312188566131592,0.43607501879280997,0.6356286341347551
58,0.35125107935923194,0.43022685712720504,0.4341149601627945,0.6347116557040235
59,0.34910448107175235,0.42924043408860496,0.4318298959627614,0.6334162760290601
60,0.3462767324585658,0.42826451985100694,0.4290738850797322,0.632235800152026
61,0.3440388423005459,0.42729445940061617,0.428213001404311,0.6312502618519037
62,0.34041134071653395,0.42632132375548315,0.42772857031316724,0.6302850662940671
63,0.33842348907687275,0.42533779262217586,0.42730822438959776,0.6290201351888145
64,0.33550845253365624,0.4243516286565729,0.42654727541886067,0.628177435417151
65,0.33314080800800805,0.4233659385792976,0.4254281863192217,0.6270895045952287
66,0.3308838562608487,0.42237962812086993,0.4245578376542715,0.6260026948260631
67,0.3287475513908051,0.42138351544433894,0.4241240721802727,0.6249491839787342
68,0.32552317106325,0.4203868270145833,0.423565594799496,0.6241151337824192
69,0.3235693165997059,0.4194071570763491,0.42297342201742444,0.6230058014047544
70,0.3200651950703528,0.41843784818141716,0.42226107056786044,0.6214062964263611
71,0.3181594239707886,0.4174651048202373,0.4212077111478989,0.6201867900653962
72,0.31409829744676965,0.4164988348463695,0.41979076162624746,0.6191769212994365
73,0.3123865394280183,0.41552588589168754,0.4184058182584266,0.618167600152298
74,0.3100339987617693,0.4145492530540903,0.4168738652852897,0.6163675781791192
75,0.30761123090471476,0.41357067158946725,0.41521389491622296,0.6154412963033754
76,0.30475280647643016,0.4125822888090345,0.4130972234077398,0.6145423633192476
77,0.3029581640165365,0.4116024950073836,0.41088786023774987,0.6134250678405291
78,0.3003519287932954,0.41061391728014485,0.4084955237923622,0.6123640780473213
79,0.2986589761762009,0.40962586531130674,0.40604550532917144,0.6111092121804284
80,0.29664072422730875,0.4086273927652112,0.4032095330857839,0.6099798092117438
81,0.29353011297239123,0.4076236985646943,0.4026287657891523,0.6087755827496508
82,0.2910957724609208,0.40660323866550835,0.40221989869124763,0.6072678597546544
83,0.28850831133330934,0.40559762378685904,0.4018316155129024,0.6059504714924676
84,0.28531633687830066,0.40459625569817104,0.40138309221342267,0.6048964194207634
85,0.28359825548296586,0.40358976978011574,0.40095361971526194,0.6040254337696284
86,0.2800265163477819,0.40258787975678345,0.39993012132207406,0.6029522443918953
87,0.2784477961593601,0.40157894668291866,0.39917958362435735,0.6017176860513774
88,0.2756105666093771,0.40053526985088206,0.39843472782732187,0.6005999152991711
89,0.27055392646711995,0.39948327102479037,0.3977269622657555,0.5996502862797825
90,0.2715148701548586,0.39833737202338587,0.3969161397091358,0.5984812442035083
91,0.26878739861942424,0.39730185850447325,0.39565211641939696,0.5971359778555958
92,0.26913895621414485,0.39626901677367454,0.3944777870585428,0.5961776434593985
93,0.2658729239852934,0.39528417552677975,0.3932502782214698,0.5952371808684352
94,0.2634046594214673,0.3942719256758035,0.3915477730248887,0.593946685099407
95,0.26085629716580433,0.393266085683703,0.39005432241528093,0.5925148435232706
96,0.25882462874822715,0.39222681859919845,0.3881479219693988,0.5915608383471818
97,0.2565137621342321,0.39118445429864673,0.3859906136589935,0.5903412496473794
98,0.25448699982864187,0.3901191772564134,0.38368628250627623,0.5892985956596961
99,0.25182370958702194,0.389052744000835,0.3811443706866723,0.5882328981594679
100,0.24965624842571013,0.3875891047753371,0.37822521343995663,0.5868071954449946
101,0.247474800738066,0.38599190608978845,0.3778605754921852,0.5858664712942057
102,0.24713732267762425,0.38447544937325373,0.37741670805956473,0.5849011639863778
103,0.24381317133495606,0.38302924794335375,0.37669236261051026,0.5837229535169122
104,0.24375694945032145,0.38165970576723746,0.37624350724381117,0.5826994801032318
105,0.2410974973399628,0.3802389920364917,0.3757971734291112,0.5815978558747192
106,0.23847103254029703,0.3787992772802663,0.3752659161984223,0.5803845026462585
107,0.23691857070229838,0.37729815239442255,0.37465500840604676,0.5793270310994872
108,0.23688180437524667,0.3759131430182784,0.37386746059661013,0.5779645073896627
109,0.2346814919822527,0.3745864210667096,0.3731762398244238,0.5772729658305606
110,0.22843356257048913,0.3733212929503688,0.37219404306536347,0.5762956407047488
111,0.22955704204789332,0.372041061266388,0.3713149353928472,0.575232775876726
112,0.22670093267924238,0.37087838883753244,0.3704068649405482,0.5742293863147043
113,0.22413728887481332,0.3696949400460578,0.36926503612986167,0.5733816200830477
114,0.22407587124469003,0.3685570197719772,0.36783199172985037,0.5725454045208018
115,0.2242749934681549,0.36745721109551077,0.3662867035599468,0.5713049553886087
116,0.2223043612947997,0.3663755804618485,0.36422587425446934,0.5704229416727102
117,0.2203320100678524,0.36528798567156884,0.3621392120285785,0.5695746043607373
118,0.2186110109379999,0.3641790575806635,0.3598143917582471,0.5682769585323654
119,0.2170321994266689,0.36308432364327553,0.35728523569270765,0.5671544672899709
120,0.2153040553388618,0.36198831941142395,0.354366078445992,0.5661118544156402
121,0.21523484395766657,0.3608504516593291,0.3540261798895905,0.5649059475016932
122,0.2150777879312017,0.35969967012556503,0.3536334319321701,0.5639030932326966
123,0.21278937999763306,0.358500087371783,0.35320461093887034,0.563115862652703
124,0.21050203393681527,0.35727336058006787,0.3528141560871657,0.5616125672062898
125,0.20862419869116638,0.35601636204760206,0.3524305984202964,0.5604797797073764
126,0.20613070248868812,0.354772015377301,0.35199601927103985,0.5592301346521782
127,0.20546761615822365,0.35339312801803174,0.3514878744814813,0.5581598429228883
128,0.20572656624691205,0.3519292890516838,0.35071042230570026,0.5568743801274735
129,0.20642129571500062,0.3505975004205812,0.34973792226240485,0.5556745327392908
130,0.2042220207730122,0.34920105635453647,0.3486830647844385,0.5546554379050985
131,0.20169960042910973,0.34779603401632153,0.34699521103730274,0.5534672359538477
132,0.19950220266069102,0.346412413918128,0.34544730817564245,0.5523510256599633
133,0.2020599543580202,0.3451450464394197,0.34420165558406846,0.5513527860628944
134,0.20546367275525243,0.34388325926954705,0.34286637846016504,0.5501009997633803
135,0.20352224083567905,0.34268909724665947,0.3415311013362621,0.5490409567951923
136,0.203990386749074,0.3416159074211836,0.3396993186741533,0.5481081184063643
137,0.2044444770691812,0.3405643904334113,0.3375723127511585,0.5467552719793856
138,0.20691146108378597,0.3395147165662406,0.3351758251524102,0.5458023290258808
139,0.2053979326034523,0.33846076505933886,0.3326466690868707,0.5448131114443242
140,0.20386570997895506,0.3373831986960875,0.34845662109122255,0.5435521155512393
141,0.2011777588819614,0.33629256043162703,0.34818004003214265,0.5425580015754211
142,0.20143558269456105,0.3351938677309603,0.3475697175241011,0.5415557600892938
143,0.1990368474607658,0.3340498944628093,0.34718814649971325,0.5404802921878827
144,0.19596022232411311,0.33287981913408354,0.34678094906810125,0.5394109867823466
145,0.194306221140118,0.33158414797000035,0.345847400647758,0.5382004243916033
146,0.1924474671641666,0.33033596419583916,0.3452926416672279,0.5369953198107348
147,0.19089200330280479,0.32920140696195754,0.34466737542471576,0.5359223848754173
148,0.18857515764429467,0.32809373016398324,0.34342795783273533,0.5346312003943905
149,0.18685405424028664,0.3269914346316136,0.34269511442617245,0.533568997742729
150,0.18520447930090875,0.32596015158923003,0.3414884922684043,0.532460169025401
151,0.18279778464681964,0.32492910198946967,0.34000666262157114,0.5313397593029784
152,0.18334805054384398,0.3239104628618747,0.33819371582963415,0.5303832500647142
153,0.18161625187902047,0.3228801568487756,0.3367308913968727,0.5293344961548253
154,0.17947063377549294,0.3218406789725395,0.33523746708859675,0.5283848290463603
155,0.18005948964678084,0.3207980958725956,0.33374404278032055,0.5273666697427882
156,0.17776408797967944,0.3197981475261215,0.3319293608195362,0.5315591590063212
157,0.17775279814837128,0.3188079613884961,0.329765643998939,0.5305143421519052
158,0.1783011867599468,0.31781596190254185,0.3272505547212428,0.5299196191646917
159,0.17652644713808482,0.31682953886394216,0.3317151915355758,0.5286032226218156
160,0.17773307368143137,0.315853624626344,0.3317151915355758,0.5278054397095633
161,0.17489480208180613,0.3148835641759531,0.3313673158322245,0.527051364923553
162,0.17524116930866945,0.3139104285308203,0.3310021491659584,0.5261944632005677
163,0.1734792342312577,0.3129268973975127,0.3306111284194383,0.5255394263929037
164,0.1719610417836992,0.3119407334319101,0.3301639944956762,0.5246062164175422
165,0.1723302332918313,0.314097244768798,0.3296885107653012,0.5291066818887974
166,0.1704280782340774,0.3131093645888697,0.32922767471559217,0.5281712081183055
167,0.16868471400978327,0.3121209028400277,0.32861725956957166,0.5274525455870743
168,0.1670021895169169,0.3111496314866619,0.3279834403982835,0.5265286724195418
169,0.16624385295847743,0.3101888258336014,0.32722847392205123,0.5256071967869246
170,0.16425437160798032,0.3092245510227148,0.32616037814862847,0.5247123284870292
171,0.16207287270172524,0.3082668149868908,0.32460193370901824,0.5237203910908819
172,0.16237316008124014,0.3073023325057998,0.32296417801179955,0.5229813418729998
173,0.16115197187753183,0.3063341289308549,0.3209066223214614,0.5222042142911122
174,0.16191749630098876,0.3053639570457835,0.31896431243767415,0.521380288527886
175,0.15989420289409909,0.30438388484171225,0.3172290932664889,0.520438872865759
176,0.1580036574290054,0.3034124883737836,0.31507864097368316,0.5197314368161585
177,0.15597661403728505,0.3024322192537471,0.31272339192020954,0.51905793852634
178,0.15423152325272388,0.30145248120280116,0.31010898733531883,0.5180900530944064
179,0.15259999983974606,0.30046221731624234,0.31989031211222435,0.5172315278327999
180,0.1511806876786684,0.29946667903127766,0.31989031211222435,0.5164075675604912
181,0.15186767049678987,0.29845420569715275,0.3195866693427857,0.5157271746747908
182,0.1526957028118394,0.29745672733326617,0.31915794652732526,0.5149264358033625
183,0.150782222058235,0.29646353865620995,0.3186932524125986,0.5141486449783077
184,0.1512489526651614,0.2954651804545399,0.31815985919517104,0.5134702118897874
185,0.1520542137807282,0.29447146457077206,0.31761107963388796,0.5126116347677727
186,0.15531764545878832,0.29347063449454674,0.31716435649346825,0.5117902369578666
187,0.15469705999642647,0.2924347097130981,0.31659857266081415,0.5111652981864744
188,0.1514024245084681,0.29139037887704755,0.3159766567031133,0.5103092783629533
189,0.14981376460640564,0.29025119937906513,0.31536136191208247,0.5091628216398664
190,0.14831931660619557,0.2892235203684487,0.31438124133556483,0.5083995993086353
191,0.14645606928842642,0.2881985401337046,0.3129103967586071,0.5075732981095162
192,0.14489084079381767,0.28719435977756874,0.3107541105785899,0.5065438629542983
193,0.14314474186175416,0.28619665402635847,0.3091772376118201,0.5054856408608612
194,0.14338896924548594,0.28516518353534576,0.30733038019851716,0.504775939685652
195,0.14439523722139103,0.28413058454327506,0.30514724167906443,0.5041163615512777
196,0.1424768571704178,0.2830728413676882,0.30282494625880607,0.503466607339778
197,0.14089840964449854,0.28201393029983307,0.3003899038371309,0.5026233023345892
198,0.13793413349824632,0.28055380108054456,0.3163851953539658,0.5018417390959586
199,0.13613684720063474,0.2789587633157499,0.3163851953539658,0.500758303102575
200,0.1359362242357714,0.2774452830954143,0.3163851953539658,0.49976125281835426
201,0.13400079006399665,0.27600276781107264,0.3160661095488559,0.4990329136705656
202,0.1323355200758474,0.27463768611641143,0.31567423676120093,0.4980820065424502
203,0.13074527630421343,0.2732209159827312,0.3152995916451623,0.4972418407820131
204,0.13165810575477768,0.2717849528940205,0.31475669793253475,0.4963234505871786
205,0.12976913803550744,0.2702869593713522,0.3142581239865049,0.495459254697641
206,0.1300416078937617,0.2689062542423198,0.31385646269556505,0.49454869381926647
207,0.13123291829633518,0.267584425299727,0.31325992991211876,0.4938719249673241
208,0.12982616135771508,0.26632481235231426,0.3124991651475414,0.49310467481585435
209,0.12686855996287627,0.26504994327597226,0.3117492729963377,0.49243041459405346
210,0.12256288060394288,0.2638938209219787,0.3107613366028538,0.49158726440665135
211,0.12096258402305451,0.26271671234311716,0.30945620075819213,0.4957595200256423
212,0.11934514773216273,0.26158559216566435,0.3078284667751642,0.4947639565848862
213,0.1175683732325164,0.2604929685514579,0.3056197923013667,0.4938338729842298
214,0.11567445497792697,0.25941870659664973,0.3036041982294807,0.49274898086675534
215,0.1140741865768132,0.2583384202412176,0.3013063215639486,0.49202244475270346
216,0.11245023838253596,0.2572365850972747,0.2987126984547384,0.491004939423593
217,0.10984652309867485,0.2561490874821377,0.299775800858773,0.49012694513712685
218,0.10688580990002783,0.2550603067412795,0.299775800858773,0.48939070356742703
219,0.10543723943376242,0.2539292396163373,0.299775800858773,0.48863392835187736
220,0.10107407530410256,0.2527851282674865,0.299775800858773,0.4878730880766556
221,0.0996307124314424,0.25159172275700187,0.2994767667421653,0.48687971876007824
222,0.09756870405909694,0.2503708990263824,0.29912297548834194,0.48586297831162645
223,0.09590094277244723,0.2491194977798534,0.2987444656960238,0.4850421334169076
224,0.09453171395904271,0.24788087619207674,0.2981994753893347,0.48429417639620553
225,0.09288106799699737,0.24650635491847336,0.2975657961941766,0.48332664610270415
226,0.09141557543876458,0.24504602394075017,0.29715995757399216,0.4825052830959952
227,0.08840286006496276,0.24371907714004248,0.29655736746607586,0.48169279697816403
228,0.08888839187723936,0.24232682181919143,0.2958957648149494,0.48057779028296266
229,0.09042557764619781,0.24092590157695612,0.29522722659023404,0.47971396280827633
230,0.09081449752316607,0.2395465997589851,0.2943373247361473,0.4791956165807465
231,0.09140197559870741,0.23828472482938273,0.2930388134542018,0.4780768510942088
232,0.08999370442142253,0.2370284865753721,0.29140618779223837,0.4773304998759764
233,0.08820836401412842,0.2358405565506393,0.289725331673623,0.4764473898558474
234,0.08501014293508317,0.23477482066470606,0.287925036384691,0.4757037486982716
235,0.08352113131652085,0.23373097653402905,0.2856412086304775,0.4747737455263038
236,0.08380055162357021,0.23268899414133318,0.2831303637237805,0.47399565190225396
237,0.08231932438656038,0.23164269090042444,0.2968965377414793,0.4730862983997958
238,0.08457388452087573,0.2305725342692637,0.2968965377414793,0.47220178306434907
239,0.08522736398177846,0.22948917369748745,0.2968965377414793,0.47111613463748137
240,0.08374562234007064,0.22839767733156338,0.2968965377414793,0.470312276476614
241,0.08198815140746205,0.2272604430186857,0.29652798515020945,0.46941142712162964
242,0.08278711935099327,0.22609684298805557,0.2961589939935686,0.46854927699203625
243,0.08085041918502942,0.22480637847726678,0.29576879803193357,0.46761712912295994
244,0.07916488253184947,0.2235638810270049,0.2952676487534183,0.46675906154939173
245,0.07984709294364128,0.22243615785985374,0.29460459049675153,0.46591574766997423
246,0.0777769495893477,0.2213355866481647,0.29409117478909863,0.4651915947259031
247,0.07629551191878978,0.22024045105829845,0.2934616536917448,0.46458216918523476
248,0.07465589757266641,0.2192170452562967,0.2927696463231363,0.46377410804056335
249,0.07335923425660819,0.218193875254925,0.29207030111892507,0.4628837665128873
250,0.0681883872332985,0.21718324108402282,0.2911271988597311,0.4622042880740781
251,0.06647928334835049,0.2161608221802882,0.2897706674011712,0.46114097342156474
252,0.06614472027361389,0.21512913876833478,0.2880901724964874,0.46042111713273587
253,0.06479237607130764,0.21409431876677737,0.2864531814892554,0.46430812520020837
254,0.06697810555667562,0.2131025641727652,0.28463963979613627,0.463579901695841
255,0.0674622934368332,0.2121206703957721,0.2822450340468352,0.46289433218690895
256,0.07231861469276148,0.21113694495380006,0.2913525897617095,0.46213183180129475
257,0.07001044385877898,0.2101588522869336,0.2913525897617095,0.46132827484106276
258,0.07011136981309918,0.20919137457057405,0.2913525897617095,0.46039204417874324
259,0.06807764192332491,0.20822980977058533,0.2913525897617095,0.4596459706963593
260,0.06630136371238243,0.2072651387132814,0.2913525897617095,0.45895062331246145
261,0.06470342912479418,0.20628996716287176,0.290971616916783,0.4582749775377642
262,0.06800724377915392,0.20531213618590133,0.29055006978856457,0.45756884299226486
263,0.06638692999737913,0.20433478388400922,0.29014585496420486,0.4567700115642859
264,0.06434571770897173,0.20335680493448832,0.289627129011779,0.4558011254440613
265,0.065132385927617,0.20236892475456011,0.28901464084896195,0.45508172493642274
266,0.06629195963488618,0.201380463005718,0.28848314620591103,0.45421823779633524
267,0.06493195413851141,0.20040919165235213,0.28783249474396694,0.45317296756643644
268,0.06705343921428944,0.20148901714364412,0.2908958613380158,0.45247858000740226
269,0.06658880733882055,0.20052346914171104,0.290162777758241,0.45160883913905714
270,0.0689221904282608,0.19955416207557836,0.2891704965855869,0.4506888657961337
271,0.06749405210242103,0.19858286661452212,0.2877504575857939,0.45424426357962194
272,0.06591858898155156,0.19760156981080265,0.2859646266123672,0.4534970769531274
273,0.06568897410730787,0.19662903727114578,0.28805147977110934,0.4527688765048016
274,0.06804840583086279,0.19564754154211433,0.28614692697545574,0.452055299993343
275,0.0644923843338687,0.1946665823012463,0.28359637555341904,0.4510510129801341
276,0.06270981211806678,0.19367498981827908,0.28359637555341904,0.4503766799161638
277,0.06515142890838628,0.19267806911651447,0.28359637555341904,0.4494913509937084
278,0.06373403857816538,0.19166404055896513,0.28359637555341904,0.4485684882799072
279,0.06446646886720205,0.190665159981555,0.28359637555341904,0.447708760980592
280,0.06283902782772047,0.18967061286328943,0.28359637555341904,0.446871687441377
281,0.06159124318304956,0.18867084347015914,0.2832614503314935,0.44611323221232574
282,0.05997759398933813,0.18767576376552167,0.2828290200465649,0.4451572411971129
283,0.06582972094978876,0.1866734972746263,0.28242019067248153,0.44442964552180414
284,0.06441022604406169,0.18563577796927044,0.2818889606926838,0.4435849233974764
285,0.061285689383816316,0.18458956683324565,0.2812615076033475,0.4427305148980833
286,0.058161152723570954,0.18344753919179957,0.2807169099375552,0.44177196775662547
287,0.05680712844256867,0.18241814979779475,0.28005035537972955,0.4411006477872022
288,0.05368259178232329,0.18139148671819144,0.27931308719163445,0.4403950456178215
289,0.05489771245571404,0.18038583576085587,0.2785671206685444,0.4396970858584772
290,0.0535053939489586,0.18126227982402787,0.2775607002458554,0.4389319023116002
291,0.052113075442203165,0.17978982839091512,0.2761457001277767,0.4382404334162408
292,0.04914832792077386,0.17817968679280136,0.27433673080820514,0.437569007829087
293,0.04764944848744306,0.17665278433800138,0.27259108609378496,0.4367031537836694
294,0.04468470096601374,0.17519831001375197,0.274344890282815,0.4360908224398138
295,0.043202187015473646,0.17382286584804255,0.28863526581148735,0.43532484020320833
296,0.04185058466153905,0.17239466750230323,0.28863526581148735,0.43468886617869307
297,0.04044370311210543,0.17094688047050208,0.28863526581148735,0.4339697700887662
298,0.03897533137540264,0.17140504120005273,0.28863526581148735,0.43299797064715917
299,0.039424382396834406,0.1702922521124035,0.28863526581148735,0.4368417765644601
300,0.03813758111632358,0.16918785306246922,0.28863526581148735,0.4356800831292756
301,0.036647794983572006,0.16809707057629464,0.2882817228404591,0.43465912096877335
302,0.03755017099072093,0.1670308868988172,0.2877677979203483,0.4340376070824264
303,0.0362145339092425,0.16596915909605967,0.2873206801429362,0.4333140585404467
304,0.034981484910930824,0.16665485438142302,0.2867342548585992,0.4325436390975689
305,0.0361272654552314,0.1654982049351778,0.28606841004131445,0.431640492486684
306,0.03459105246759589,0.1642936307337806,0.2854885679324111,0.43054882420050444
307,0.03643567734935241,0.16311092638777186,0.28478281390496246,0.42986192769086323
308,0.03923178569854334,0.16180447545742113,0.28400335553677464,0.4291954186266182
309,0.036948335120659155,0.160513923019323,0.28314264065150435,0.42845949808595324
310,0.04081794749955454,0.15915853496519514,0.2820952478709489,0.4369789599632315
311,0.0393135469301898,0.1577417917273037,0.2806001243737427,0.4361736474414024
312,0.03717500556661281,0.15624228022693487,0.2786953008289368,0.4353693757698663
313,0.03580593024780016,0.15482699938688632,0.27684162319460814,0.4345371734744654
314,0.0340058894272434,0.1533891898731312,0.274787519925279,0.43360245882909526
315,0.03186734806366641,0.15196041011955505,0.274787519925279,0.4327934118342947
316,0.029728806700089424,0.1505996887185496,0.274787519925279,0.43178372527328074
317,0.027590265336512432,0.14918938970894755,0.274787519925279,0.43101232937610334
318,0.02545172397293545,0.14943262516849778,0.274787519925279,0.4301784514666901
319,0.024154041092100315,0.148260433266406,0.274787519925279,0.42904060941084965
320,0.02201549972852333,0.14710197942991993,0.274787519925279,0.4284504692974284
321,0.02045332041209298,0.14598806125326708,0.27443397695425087,0.4274432492369067
322,0.018880346734336462,0.14487549445370335,0.2739780515661626,0.4314535281563608
323,0.016741805370759474,0.14374782749082296,0.2735896234495976,0.43060860997925693
324,0.017775882238854977,0.1426807235756167,0.2730031981652605,0.4299303028165866
325,0.015657053115811004,0.1416224728455758,0.2762848002695957,0.4292282985049702
326,0.01763318478481774,0.14060118356039786,0.2756097215393306,0.4284930698517266
327,0.01578112972160355,0.1395873868821699,0.2748710586628286,0.42778231278027984
328,0.013929074658389353,0.13856870095423637,0.2741840940740727,0.4270274714420792
329,0.012077019595175157,0.13755545952563014,0.27331274135522937,0.4263896698450465
330,0.013989536710435693,0.13653770023536244,0.2722514053888399,0.4255935190231375
331,0.012128548367458525,0.13552753917121602,0.27073533130186017,0.42491585324562436
332,0.015958146657106983,0.13595948532594643,0.26891056825941057,0.4242008000229174
333,0.014026574052564376,0.13495986708386054,0.26704755860375756,0.42303387182476815
334,0.012095001448021768,0.13394770380359805,0.26966245217473056,0.42231945541521676
335,0.020638676056650696,0.13292567830490892,0.26966245217473056,0.4213013471682529
336,0.018998231842723354,0.13190031385599627,0.26966245217473056,0.42049500313530824
337,0.01735778762879601,0.13232345466119477,0.26966245217473056,0.4196952089981945
338,0.01571734341486867,0.13279643428399981,0.26966245217473056,0.418805155465389
339,0.014076899200941326,0.13182422069318045,0.26966245217473056,0.4180632648423737
340,0.012436454987013984,0.13230632736369785,0.26966245217473056,0.4172900553087783
341,0.009956010773086645,0.13128971746014526,0.2692458226135147,0.421129520574105
342,0.008315566559159302,0.1302622606578719,0.2687192048100675,0.42501112962541043
343,0.0066751223452319606,0.12921403632101955,0.2683226443003595,0.4240125270268133
344,0.005034678131304619,0.12815284877805155,0.26772252066717706,0.42318082744623114
345,0.0033942339173772774,0.12708147027604275,0.26715023294113405,0.42253467676078443
346,0.0017537897034499354,0.12743268775347222,0.2663919282654998,0.4216119404663203
347,0.00011334548952259362,0.12642549948813564,0.2656434873672717,0.4205382642729147
348,0.0,0.12543499102115443,0.2649474353304211,0.4196726748854091
349,0.0,0.12586489801208353,0.2640615495852045,0.4189417556441598
350,0.0,0.12482029263150808,0.26298827380796075,0.4181218383057073
351,0.0,0.12366898250625867,0.2614507878782849,0.41747720935538574
352,0.0,0.1226431104292962,0.25963969848839485,0.41655786763018904
353,0.0,0.12097895975388324,0.25771402926003795,0.415786172911387
354,0.0,0.12129646872535763,0.25649865222024343,0.4149843174879158
355,0.0,0.12007803993773115,0.25649865222024343,0.4142023358510736
356,0.0,0.11891194277929372,0.25649865222024343,0.4135198852763143
357,0.0,0.11778965205489535,0.25649865222024343,0.41275437369174023
358,0.0,0.1166882556325711,0.25649865222024343,0.41155724943545513
359,0.0,0.1155800038578123,0.25649865222024343,0.415263645960456
360,0.0,0.11444723104785182,0.25649865222024343,0.41442191330515643
361,0.0,0.1160119763432799,0.2561363530284331,0.4136398588515327
362,0.0,0.11441808359452482,0.2556097352249859,0.4128547246905534
363,0.0,0.11305509878316901,0.2551493046021589,0.41207317650009384
364,0.0,0.11169867904103171,0.2545491809689764,0.4113591949167542
365,0.0,0.11173639024422628,0.25400791014693913,0.4105229398845974
366,0.0,0.11058533270709263,0.253249605471305,0.4098414094200553
367,0.0,0.1107695644604364,0.252501164573077,0.4090588544872917
368,0.0,0.10978872954173147,0.25180511253622617,0.4082026249474085
369,0.0,0.11014250357769566,0.2509192267910097,0.4074443755242165
370,0.0,0.10908704600632531,0.24991073037352649,0.4066926906222493
371,0.0,0.10800278982965096,0.24837324444385064,0.41053835471057953
372,0.0,0.10690259231003829,0.24651694189203663,0.4097304421014863
