seed,node_id,node_count,sensing_radius,deployment_type,obstacle_preset,label,residual_energy_ratio,sink_distance,neighbors_count,unique_coverage_ratio,overlap_ratio,local_density,nearest_active_dist,obstacle_blocked_ratio
1000,29,30,10.0,random,none,1,1.0,0.8557096727278474,4.0,0.189873417721519,0.810126582278481,0.3183098861837907,0.06301571232637143,0.0
1001,0,50,12.0,clustered,central-lake,0,1.0,0.8612224822889843,9.0,0.0,1.0,0.4973591971621729,0.02029593555370139,0.0
1001,1,50,12.0,clustered,central-lake,0,1.0,0.839916872077231,10.0,0.0,1.0,0.5526213301801921,0.041804305998305924,0.0
1001,2,50,12.0,clustered,central-lake,1,1.0,0.530997566849416,10.0,0.2782608695652174,0.7217391304347827,0.5526213301801921,0.06480111881750189,0.042
1001,3,50,12.0,clustered,central-lake,1,1.0,0.6216466037870712,14.0,0.0,1.0,0.773669862252269,0.04360464424806145,0.479
1001,4,50,12.0,clustered,central-lake,1,1.0,0.761865628572388,12.0,0.0,1.0,0.6631455962162306,0.017965105065097707,0.0
1001,5,50,12.0,clustered,central-lake,0,1.0,0.5441415257081562,11.0,0.0,1.0,0.6078834631982114,0.005552026656996521,0.208
1001,6,50,12.0,clustered,central-lake,1,1.0,0.802113979431851,12.0,0.16964285714285715,0.8303571428571429,0.6631455962162306,0.06320146359064797,0.0
1001,7,50,12.0,clustered,central-lake,1,1.0,0.8866146062410656,9.0,0.3391304347826087,0.6608695652173913,0.4973591971621729,0.05270621405489108,0.0
1001,8,50,12.0,clustered,central-lake,1,1.0,0.40354400007929736,8.0,0.36283185840707965,0.6371681415929203,0.44209706414415373,0.060540771385901526,0.0
1001,9,50,12.0,clustered,central-lake,0,1.0,0.7987011981961714,15.0,0.0,1.0,0.8289319952702882,0.014514992249395104,0.0
1001,10,50,12.0,clustered,central-lake,0,1.0,0.8603414113013506,11.0,0.0,1.0,0.6078834631982114,0.05270621405489108,0.0
1001,11,50,12.0,clustered,central-lake,1,1.0,0.3800134734453503,7.0,0.15454545454545454,0.8454545454545455,0.3868349311261345,0.03858970069850241,0.0
1001,12,50,12.0,clustered,central-lake,1,1.0,0.6847070176360104,5.0,0.30973451327433627,0.6902654867256637,0.27631066509009605,0.04344358410628661,0.0
1001,13,50,12.0,clustered,central-lake,0,1.0,0.7819141768762092,11.0,0.0,1.0,0.6078834631982114,0.022676198976018892,0.0
1001,14,50,12.0,clustered,central-lake,1,1.0,0.5476570642290666,11.0,0.0,1.0,0.6078834631982114,0.005552026656996521,0.271
1001,15,50,12.0,clustered,central-lake,0,1.0,0.7773323664945386,15.0,0.0,1.0,0.8289319952702882,0.0570777101853254,0.0
1001,16,50,12.0,clustered,central-lake,1,1.0,0.9032069884583487,6.0,0.24545454545454545,0.7545454545454545,0.3315727981081153,0.04578667928557386,0.0
1001,17,50,12.0,clustered,central-lake,0,1.0,0.5954791280977024,13.0,0.02654867256637168,0.9734513274336283,0.7184077292342498,0.05755849198858497,0.625
1001,18,50,12.0,clustered,central-lake,0,1.0,0.7739593426014055,14.0,0.0,1.0,0.773669862252269,0.03699303988590287,0.0
1001,19,50,12.0,clustered,central-lake,0,1.0,0.8627245771391933,7.0,0.0,1.0,0.3868349311261345,0.041804305998305924,0.0
1001,20,50,12.0,clustered,central-lake,1,1.0,0.5956704726608496,16.0,0.0,1.0,0.8841941282883075,0.04360464424806145,0.604
1001,21,50,12.0,clustered,central-lake,1,1.0,0.7244045554798781,18.0,0.0,1.0,0.9947183943243458,0.034082840257232044,0.146
1001,22,50,12.0,clustered,central-lake,0,1.0,0.6928169108790575,9.0,0.02702702702702703,0.972972972972973,0.4973591971621729,0.05275533148412589,0.0
1001,23,50,12.0,clustered,central-lake,1,1.0,0.3440518681826913,6.0,0.010869565217391304,0.9891304347826086,0.3315727981081153,0.014682813081967637,0.0
1001,24,50,12.0,clustered,central-lake,1,1.0,0.8215821809167967,12.0,0.11304347826086956,0.8869565217391304,0.6631455962162306,0.029786574156824425,0.0
1001,25,50,12.0,clustered,central-lake,0,1.0,0.7192056340157521,14.0,0.017699115044247787,0.9823008849557522,0.773669862252269,0.034082840257232044,0.229
1001,26,50,12.0,clustered,central-lake,0,1.0,0.5068633583126718,13.0,0.00909090909090909,0.990909090909091,0.7184077292342498,0.047376998638579915,0.062
1001,27,50,12.0,clustered,central-lake,0,1.0,0.8111199418088548,15.0,0.0,1.0,0.8289319952702882,0.014514992249395104,0.0
1001,28,50,12.0,clustered,central-lake,0,1.0,0.7518834164948712,12.0,0.0,1.0,0.6631455962162306,0.017965105065097707,0.0
1001,29,50,12.0,clustered,central-lake,0,1.0,0.47886743468312803,15.0,0.0,1.0,0.8289319952702882,0.04056217449792348,0.0
1001,30,50,12.0,clustered,central-lake,0,1.0,0.8183742346872853,14.0,0.0,1.0,0.773669862252269,0.03308995315802062,0.0
1001,31,50,12.0,clustered,central-lake,1,1.0,0.6964834240669334,9.0,0.02702702702702703,0.972972972972973,0.4973591971621729,0.05499236310616227,0.0
1001,32,50,12.0,clustered,central-lake,0,1.0,0.39842068721390456,9.0,0.0,1.0,0.4973591971621729,0.060540771385901526,0.0
1001,33,50,12.0,clustered,central-lake,1,1.0,0.8334634053154343,14.0,0.06140350877192982,0.9385964912280702,0.773669862252269,0.029786574156824425,0.0
1001,34,50,12.0,clustered,central-lake,1,1.0,0.6942869752487079,7.0,0.28,0.72,0.3868349311261345,0.05275533148412589,0.0
1001,35,50,12.0,clustered,central-lake,0,1.0,0.5312466131656747,13.0,0.0,1.0,0.7184077292342498,0.05895252327084904,0.125
1001,36,50,12.0,clustered,central-lake,1,1.0,0.7281350891146504,17.0,0.0,1.0,0.9394562613063266,0.03345982665824799,0.042
1001,37,50,12.0,clustered,central-lake,1,1.0,0.6847415687688312,11.0,0.26956521739130435,0.7304347826086957,0.6078834631982114,0.09077238016048716,0.125
1001,38,50,12.0,clustered,central-lake,0,1.0,0.35594723766311204,6.0,0.0,1.0,0.3315727981081153,0.014682813081967637,0.0
1001,39,50,12.0,clustered,central-lake,0,1.0,0.7376356526090642,14.0,0.0,1.0,0.773669862252269,0.03345982665824799,0.062
1001,40,50,12.0,clustered,central-lake,1,1.0,0.8143584788040216,9.0,0.33035714285714285,0.6696428571428571,0.4973591971621729,0.0737966462652606,0.0
1001,41,50,12.0,clustered,central-lake,1,1.0,0.5232013952580783,10.0,0.4144144144144144,0.5855855855855856,0.5526213301801921,0.07170808880454141,0.0
1001,42,50,12.0,clustered,central-lake,0,1.0,0.7052723956032872,12.0,0.0,1.0,0.6631455962162306,0.04344358410628661,0.0
1001,43,50,12.0,clustered,central-lake,1,1.0,0.7389412669488691,13.0,0.0,1.0,0.7184077292342498,0.05747751734374057,0.0
1001,44,50,12.0,clustered,central-lake,1,1.0,0.442611472964721,13.0,0.0,1.0,0.7184077292342498,0.04056217449792348,0.0
1001,45,50,12.0,clustered,central-lake,1,1.0,0.878318798614717,7.0,0.1504424778761062,0.8495575221238938,0.3868349311261345,0.02029593555370139,0.0
1001,46,50,12.0,clustered,central-lake,0,1.0,0.8073518613343255,14.0,0.0,1.0,0.773669862252269,0.06001170719118062,0.0
1001,47,50,12.0,clustered,central-lake,0,1.0,0.5781826182098525,13.0,0.0,1.0,0.7184077292342498,0.047286414539484796,0.25
1001,48,50,12.0,clustered,central-lake,0,1.0,0.6940283250703819,17.0,0.009009009009009009,0.990990990990991,0.9394562613063266,0.04597401439944092,0.042
1001,49,50,12.0,clustered,central-lake,1,1.0,0.7877877886842369,10.0,0.10476190476190476,0.8952380952380953,0.5526213301801921,0.04023462439243089,0.0
1002,0,80,15.0,grid,dual-walls,1,1.0,0.9271554972063747,7.0,0.08148148148148149,0.9185185185185185,0.24757435592072607,0.05688980576518081,0.0
1002,1,80,15.0,grid,dual-walls,0,1.0,0.9018795152347123,12.0,0.0,1.0,0.4244131815783876,0.05988363716408682,0.042
1002,2,80,15.0,grid,dual-walls,1,1.0,0.9000811807831556,14.0,0.0,1.0,0.49514871184145215,0.059312477608004205,0.042
1002,3,80,15.0,grid,dual-walls,1,1.0,0.8820649318502578,16.0,0.0,1.0,0.5658842421045168,0.06163383810862341,0.021
1002,4,80,15.0,grid,dual-walls,0,1.0,0.901541422231946,15.0,0.006622516556291391,0.9933774834437086,0.5305164769729844,0.053539191252763636,0.0
1002,5,80,15.0,grid,dual-walls,1,1.0,0.8821959532892903,16.0,0.0,1.0,0.5658842421045168,0.053539191252763636,0.0
1002,6,80,15.0,grid,dual-walls,0,1.0,0.8863036071234281,15.0,0.0,1.0,0.5305164769729844,0.04868059161513955,0.0
1002,7,80,15.0,grid,dual-walls,0,1.0,0.9079377357506405,13.0,0.0,1.0,0.45978094670991987,0.04868059161513955,0.0
1002,8,80,15.0,grid,dual-walls,1,1.0,0.9304946340522334,9.0,0.12837837837837837,0.8716216216216216,0.3183098861837907,0.07121000631933698,0.0
1002,9,80,15.0,grid,dual-walls,0,1.0,0.8766035934217928,11.0,0.0,1.0,0.3890454164468553,0.05688980576518081,0.0
1002,10,80,15.0,grid,dual-walls,0,1.0,0.8478889974519068,16.0,0.0,1.0,0.5658842421045168,0.04665131295044117,0.167
1002,11,80,15.0,grid,dual-walls,0,1.0,0.8472645135965506,19.0,0.0,1.0,0.6719875374991137,0.04665131295044117,0.083
1002,12,80,15.0,grid,dual-walls,0,1.0,0.8363877426170232,21.0,0.0,1.0,0.7427230677621782,0.04393233433360902,0.042
1002,13,80,15.0,grid,dual-walls,0,1.0,0.8274065216083324,23.0,0.0,1.0,0.8134585980252429,0.04393233433360902,0.0
1002,14,80,15.0,grid,dual-walls,0,1.0,0.8069155990560598,24.0,0.0,1.0,0.8488263631567752,0.052369934122547826,0.0
1002,15,80,15.0,grid,dual-walls,0,1.0,0.8174938482948968,22.0,0.0,1.0,0.7780908328937106,0.03869657607592688,0.021
1002,16,80,15.0,grid,dual-walls,0,1.0,0.8261319144059258,22.0,0.0,1.0,0.7780908328937106,0.03869657607592688,0.021
1002,17,80,15.0,grid,dual-walls,0,1.0,0.8602115460745688,12.0,0.018072289156626505,0.9819277108433735,0.4244131815783876,0.08800346584084062,0.0
1002,18,80,15.0,grid,dual-walls,0,1.0,0.8121011981274255,15.0,0.006578947368421052,0.993421052631579,0.5305164769729844,0.06252411534760006,0.0
1002,19,80,15.0,grid,dual-walls,1,1.0,0.7840007397955693,20.0,0.0,1.0,0.7073553026306459,0.06252411534760006,0.104
1002,20,80,15.0,grid,dual-walls,0,1.0,0.7522563924620381,26.0,0.0,1.0,0.9195618934198397,0.043064254318401905,0.25
1002,21,80,15.0,grid,dual-walls,1,1.0,0.7695860627636131,25.0,0.0,1.0,0.8841941282883075,0.06592651211766022,0.104
1002,22,80,15.0,grid,dual-walls,0,1.0,0.7686428819679526,24.0,0.0,1.0,0.8488263631567752,0.052369934122547826,0.0
1002,23,80,15.0,grid,dual-walls,0,1.0,0.7640129658585644,26.0,0.0,1.0,0.9195618934198397,0.05719025266599195,0.042
1002,24,80,15.0,grid,dual-walls,1,1.0,0.7820295646585236,25.0,0.0,1.0,0.8841941282883075,0.03986477141537376,0.021
1002,25,80,15.0,grid,dual-walls,0,1.0,0.7672762240549357,21.0,0.0,1.0,0.7427230677621782,0.05964297946950675,0.083
1002,26,80,15.0,grid,dual-walls,1,1.0,0.7926082638983774,14.0,0.0,1.0,0.49514871184145215,0.07693130052195918,0.0
1002,27,80,15.0,grid,dual-walls,1,1.0,0.7375867352386428,19.0,0.0,1.0,0.6719875374991137,0.07219563698728615,0.062
1002,28,80,15.0,grid,dual-walls,0,1.0,0.7067291249127914,21.0,0.0,1.0,0.7427230677621782,0.07139551806661255,0.229
1002,29,80,15.0,grid,dual-walls,0,1.0,0.7158335504850273,28.0,0.0,1.0,0.9902974236829043,0.043064254318401905,0.229
1002,30,80,15.0,grid,dual-walls,0,1.0,0.6883156514274538,26.0,0.0,1.0,0.9195618934198397,0.052720062594803496,0.146
1002,31,80,15.0,grid,dual-walls,1,1.0,0.7022963163793472,26.0,0.0,1.0,0.9195618934198397,0.044585199337896855,0.0
1002,32,80,15.0,grid,dual-walls,0,1.0,0.6804760833416557,29.0,0.0,1.0,1.0256651888144366,0.044585199337896855,0.062
1002,33,80,15.0,grid,dual-walls,0,1.0,0.7111346201669554,26.0,0.0,1.0,0.9195618934198397,0.0549097896553975,0.208
1002,34,80,15.0,grid,dual-walls,0,1.0,0.7096017192763838,20.0,0.0,1.0,0.7073553026306459,0.051524072044045605,0.083
1002,35,80,15.0,grid,dual-walls,0,1.0,0.7294368074069199,14.0,0.0,1.0,0.49514871184145215,0.055381314538389216,0.0
1002,36,80,15.0,grid,dual-walls,0,1.0,0.6801467047630239,14.0,0.0,1.0,0.49514871184145215,0.05157407294367972,0.0
1002,37,80,15.0,grid,dual-walls,0,1.0,0.6488861009453046,20.0,0.0,1.0,0.7073553026306459,0.06800977870865335,0.146
1002,38,80,15.0,grid,dual-walls,1,1.0,0.6237294926488566,26.0,0.0,1.0,0.9195618934198397,0.06150593467300533,0.167
1002,39,80,15.0,grid,dual-walls,0,1.0,0.641173174735188,27.0,0.0,1.0,0.954929658551372,0.052720062594803496,0.083
1002,40,80,15.0,grid,dual-walls,0,1.0,0.6437236922779834,27.0,0.0,1.0,0.954929658551372,0.062055499353401385,0.0
1002,41,80,15.0,grid,dual-walls,1,1.0,0.6442797063387918,25.0,0.0,1.0,0.8841941282883075,0.0549927267918222,0.104
1002,42,80,15.0,grid,dual-walls,0,1.0,0.6625513383882036,27.0,0.0,1.0,0.954929658551372,0.0549097896553975,0.188
1002,43,80,15.0,grid,dual-walls,0,1.0,0.6628106577296414,24.0,0.0,1.0,0.8488263631567752,0.04524820438426263,0.146
1002,44,80,15.0,grid,dual-walls,1,1.0,0.6853096818227508,18.0,0.0,1.0,0.6366197723675814,0.04524820438426263,0.062
1002,45,80,15.0,grid,dual-walls,1,1.0,0.6349991937002755,16.0,0.0,1.0,0.5658842421045168,0.05157407294367972,0.021
1002,46,80,15.0,grid,dual-walls,0,1.0,0.5845000769888742,22.0,0.0,1.0,0.7780908328937106,0.04434529287308853,0.125
1002,47,80,15.0,grid,dual-walls,0,1.0,0.5796840242752943,25.0,0.0,1.0,0.8841941282883075,0.05404965309786919,0.083
1002,48,80,15.0,grid,dual-walls,0,1.0,0.5835400003427357,29.0,0.0,1.0,1.0256651888144366,0.06687888306483594,0.062
1002,49,80,15.0,grid,dual-walls,0,1.0,0.5786024161719341,25.0,0.0,1.0,0.8841941282883075,0.04926469323968229,0.0
1002,50,80,15.0,grid,dual-walls,1,1.0,0.5532710185795023,28.0,0.0,1.0,0.9902974236829043,0.04923494693812521,0.062
1002,51,80,15.0,grid,dual-walls,0,1.0,0.5722232431490353,28.0,0.0,1.0,0.9902974236829043,0.04787243465711764,0.229
1002,52,80,15.0,grid,dual-walls,0,1.0,0.5798817017288956,22.0,0.0,1.0,0.7780908328937106,0.06358305591901044,0.229
1002,53,80,15.0,grid,dual-walls,1,1.0,0.6152904257340592,16.0,0.006172839506172839,0.9938271604938271,0.5658842421045168,0.06301634708549837,0.0
1002,54,80,15.0,grid,dual-walls,0,1.0,0.5620565274062743,13.0,0.013071895424836602,0.9869281045751634,0.45978094670991987,0.08132714798884809,0.0
1002,55,80,15.0,grid,dual-walls,1,1.0,0.5544820718472329,20.0,0.0,1.0,0.7073553026306459,0.04434529287308853,0.062
1002,56,80,15.0,grid,dual-walls,0,1.0,0.5101365542675803,24.0,0.0,1.0,0.8488263631567752,0.04576046328436812,0.062
1002,57,80,15.0,grid,dual-walls,0,1.0,0.5125303893429148,26.0,0.0,1.0,0.9195618934198397,0.04576046328436812,0.042
1002,58,80,15.0,grid,dual-walls,1,1.0,0.4886487245455573,25.0,0.0,1.0,0.8841941282883075,0.06173005750847801,0.0
1002,59,80,15.0,grid,dual-walls,0,1.0,0.509638636682895,25.0,0.0,1.0,0.8841941282883075,0.04923494693812521,0.062
1002,60,80,15.0,grid,dual-walls,0,1.0,0.5294075858920043,28.0,0.0,1.0,0.9902974236829043,0.04787243465711764,0.229
1002,61,80,15.0,grid,dual-walls,1,1.0,0.5486171707119637,19.0,0.0,1.0,0.6719875374991137,0.05925137129214816,0.104
1002,62,80,15.0,grid,dual-walls,0,1.0,0.5674827539229716,14.0,0.0,1.0,0.49514871184145215,0.0557900080659611,0.0
1002,63,80,15.0,grid,dual-walls,0,1.0,0.490338890972356,13.0,0.0,1.0,0.45978094670991987,0.05074470415718278,0.0
1002,64,80,15.0,grid,dual-walls,0,1.0,0.4913292989431833,20.0,0.0,1.0,0.7073553026306459,0.05376788074678041,0.021
1002,65,80,15.0,grid,dual-walls,0,1.0,0.47896473774172554,21.0,0.0,1.0,0.7427230677621782,0.04814171787545597,0.021
1002,66,80,15.0,grid,dual-walls,0,1.0,0.44472467887446937,21.0,0.0,1.0,0.7427230677621782,0.06404190034656997,0.0
1002,67,80,15.0,grid,dual-walls,0,1.0,0.44075793810208336,19.0,0.0,1.0,0.6719875374991137,0.06173005750847801,0.0
1002,68,80,15.0,grid,dual-walls,0,1.0,0.45162634112726413,20.0,0.0,1.0,0.7073553026306459,0.06756367367158184,0.083
1002,69,80,15.0,grid,dual-walls,0,1.0,0.4508553470903943,17.0,0.0,1.0,0.6012520072360491,0.035327326533435864,0.104
1002,70,80,15.0,grid,dual-walls,0,1.0,0.49223742645191043,16.0,0.0,1.0,0.5658842421045168,0.05510666928784572,0.104
1002,71,80,15.0,grid,dual-walls,1,1.0,0.5182155922007751,13.0,0.011695906432748537,0.9883040935672515,0.45978094670991987,0.05510666928784572,0.062
1002,72,80,15.0,grid,dual-walls,1,1.0,0.4663466350259214,7.0,0.08148148148148149,0.9185185185185185,0.24757435592072607,0.05074470415718278,0.0
1002,73,80,15.0,grid,dual-walls,0,1.0,0.42342644697751214,14.0,0.0,1.0,0.49514871184145215,0.06112712164007071,0.0
1002,74,80,15.0,grid,dual-walls,1,1.0,0.39480612963833267,17.0,0.0,1.0,0.6012520072360491,0.054000601848497955,0.0
1002,75,80,15.0,grid,dual-walls,0,1.0,0.3768558822680097,13.0,0.0,1.0,0.45978094670991987,0.054000601848497955,0.0
1002,76,80,15.0,grid,dual-walls,0,1.0,0.3798616274382028,17.0,0.0,1.0,0.6012520072360491,0.06070798958950957,0.0
1002,77,80,15.0,grid,dual-walls,1,1.0,0.38679794208346036,16.0,0.018072289156626505,0.9819277108433735,0.5658842421045168,0.06070798958950957,0.021
1002,78,80,15.0,grid,dual-walls,1,1.0,0.4203113893293875,16.0,0.04046242774566474,0.9595375722543352,0.5658842421045168,0.035327326533435864,0.104
1002,79,80,15.0,grid,dual-walls,1,1.0,0.45306389836313365,13.0,0.12994350282485875,0.8700564971751412,0.45978094670991987,0.060442741499703724,0.042
1003,0,100,10.0,random,corner-zones,0,1.0,0.3477725981154927,5.0,0.015625,0.984375,0.3978873577297384,0.015829403020960617,0.0
1003,1,100,10.0,random,corner-zones,0,1.0,0.9226873815112028,8.0,0.0,1.0,0.6366197723675814,0.01602388841698544,0.0
1003,2,100,10.0,random,corner-zones,1,1.0,0.9507913419883459,2.0,0.8275862068965517,0.1724137931034483,0.15915494309189535,0.11277251438182975,0.688
1003,3,100,10.0,random,corner-zones,0,1.0,0.41495160681698773,11.0,0.01282051282051282,0.9871794871794872,0.8753521870054244,0.06098999918019353,0.0
1003,4,100,10.0,random,corner-zones,1,1.0,0.5537614215526394,9.0,0.0125,0.9875,0.716197243913529,0.06706295549705517,0.208
1003,5,100,10.0,random,corner-zones,1,1.0,0.6947535505486818,13.0,0.2564102564102564,0.7435897435897436,1.0345071300973196,0.06811185653026937,0.0
1003,6,100,10.0,random,corner-zones,1,1.0,0.7856447288692262,5.0,0.46551724137931033,0.5344827586206896,0.3978873577297384,0.07724584131200851,0.0
1003,7,100,10.0,random,corner-zones,0,1.0,0.8918795658607723,11.0,0.0,1.0,0.8753521870054244,0.023970919882223957,0.0
1003,8,100,10.0,random,corner-zones,1,1.0,0.4591258868763555,9.0,0.17721518987341772,0.8227848101265823,0.716197243913529,0.057431002080757645,0.396
1003,9,100,10.0,random,corner-zones,1,1.0,0.4164831809329159,9.0,0.23684210526315788,0.7631578947368421,0.716197243913529,0.059675455591055186,0.0
1003,10,100,10.0,random,corner-zones,0,1.0,0.5026668439433816,11.0,0.0,1.0,0.8753521870054244,0.03083796361629614,0.104
1003,11,100,10.0,random,corner-zones,0,1.0,0.6297219958044977,17.0,0.0,1.0,1.3528170162811104,0.02828824844347915,0.0
1003,12,100,10.0,random,corner-zones,1,1.0,0.7246307639066947,10.0,0.08860759493670886,0.9113924050632911,0.7957747154594768,0.04287959887872085,0.0
1003,13,100,10.0,random,corner-zones,0,1.0,0.828360293592106,12.0,0.0,1.0,0.954929658551372,0.017459238242260183,0.0
1003,14,100,10.0,random,corner-zones,1,1.0,0.43798434675225545,15.0,0.0,1.0,1.1936620731892151,0.008570297544426333,0.0
1003,15,100,10.0,random,corner-zones,1,1.0,0.7963373481132227,11.0,0.0379746835443038,0.9620253164556962,0.8753521870054244,0.026672082783314833,0.0
1003,16,100,10.0,random,corner-zones,1,1.0,0.36823936780306366,11.0,0.10526315789473684,0.8947368421052632,0.8753521870054244,0.024107364020149524,0.0
1003,17,100,10.0,random,corner-zones,1,1.0,0.8993528428820359,9.0,0.038461538461538464,0.9615384615384616,0.716197243913529,0.035666230526928404,0.833
1003,18,100,10.0,random,corner-zones,1,1.0,0.8487417722723442,11.0,0.0125,0.9875,0.8753521870054244,0.043444044471020446,0.375
1003,19,100,10.0,random,corner-zones,0,1.0,0.8917025961608501,8.0,0.0,1.0,0.6366197723675814,0.012215563842901397,0.562
1003,20,100,10.0,random,corner-zones,0,1.0,0.6011072749518175,19.0,0.0,1.0,1.5119719593730057,0.012416923934694905,0.0
1003,21,100,10.0,random,corner-zones,1,1.0,0.9093639975279426,6.0,0.36486486486486486,0.6351351351351351,0.477464829275686,0.052052137324033076,0.0
1003,22,100,10.0,random,corner-zones,0,1.0,0.5310493800015211,16.0,0.0,1.0,1.2732395447351628,0.03700499966220784,0.0
1003,23,100,10.0,random,corner-zones,0,1.0,0.43278141364896894,14.0,0.0,1.0,1.1140846016432675,0.0008860022573334716,0.0
1003,24,100,10.0,random,corner-zones,0,1.0,0.38409195253220285,15.0,0.0,1.0,1.1936620731892151,0.024107364020149524,0.0
1003,25,100,10.0,random,corner-zones,1,1.0,0.7080950218720649,14.0,0.0,1.0,1.1140846016432675,0.02996281028208133,0.0
1003,26,100,10.0,random,corner-zones,0,1.0,0.9010919953034761,10.0,0.0,1.0,0.7957747154594768,0.012215563842901397,0.542
1003,27,100,10.0,random,corner-zones,1,1.0,0.5091452445029806,12.0,0.0375,0.9625,0.954929658551372,0.048059390341534745,0.0
1003,28,100,10.0,random,corner-zones,1,1.0,0.8334240217320351,9.0,0.1,0.9,0.716197243913529,0.04269543301103762,0.604
1003,29,100,10.0,random,corner-zones,1,1.0,0.583760224749854,5.0,0.15517241379310345,0.8448275862068966,0.3978873577297384,0.04606712493742148,0.146
1003,30,100,10.0,random,corner-zones,0,1.0,0.6007677920794355,9.0,0.05128205128205128,0.9487179487179487,0.716197243913529,0.060519955386632636,0.0
1003,31,100,10.0,random,corner-zones,0,1.0,0.7333712865936326,9.0,0.0,1.0,0.716197243913529,0.03820078533224153,0.0
1003,32,100,10.0,random,corner-zones,0,1.0,0.6528873869205929,16.0,0.0,1.0,1.2732395447351628,0.024990398156091845,0.0
